# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Mar 20 07:19:08 2024
#
# COLUMN StellarName:    Stellar Name
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_lum:         Luminosity [solar]
# COLUMN st_lum_utl:     Utilized Luminosity [solar]
# COLUMN st_dist:        Distance [pc]
# COLUMN hz_inner_au:    Inner HZ Radius [au]
# COLUMN hz_outer_au:    Outer HZ Radius [au]
# COLUMN hz_center_au:   Center HZ Radius [au]
# COLUMN hz_inner_mas:   Inner HZ Radius [mas]
# COLUMN hz_outer_mas:   Outer HZ Radius [mas]
# COLUMN hz_center_mas:  Center HZ Radius [mas]
#
StellarName,st_teff,st_rad,st_lum,st_lum_utl,st_dist,hz_inner_au,hz_outer_au,hz_center_au,hz_inner_mas,hz_outer_mas,hz_center_mas
HD 98219,4925.0,4.600,,11.23149,113.70,2.5135,5.9319,3.3513,22.106,52.169,29.474
HD 98649,,,,,42.17,,,,,,
HD 98736,5271.0,0.930,0.60256,0.60256,32.45,0.5822,1.3740,0.7762,17.943,42.346,23.924
HD 99109,5282.0,0.980,,0.67444,54.79,0.6159,1.4536,0.8212,11.242,26.530,14.989
HD 99283,4886.0,11.210,64.51000,64.51000,111.09,6.0239,14.2163,8.0318,54.224,127.968,72.298
HD 99492,4929.0,,,,18.20,,,,,,
HD 99706,,,,,146.60,,,,,,
HD 99706,4862.0,5.520,,15.36154,146.60,2.9395,6.9373,3.9194,20.051,47.321,26.735
HIP 105854,4780.0,,46.77351,46.77351,78.64,5.1293,12.1052,6.8391,65.227,153.936,86.970
HIP 107772,,,,,23.64,,,,,,
HIP 107773,4945.0,11.600,74.13102,74.13102,105.18,6.4575,15.2396,8.6099,61.394,144.891,81.859
HIP 109384,5180.0,,,,58.96,,,,,,
HIP 109600,5530.0,,,,66.34,,,,,,
HIP 113103,4930.0,0.742,,0.29342,46.21,0.4063,0.9588,0.5417,8.791,20.747,11.722
HIP 114933,4823.0,5.270,13.80000,13.80000,101.77,2.7861,6.5753,3.7148,27.378,64.612,36.504
HIP 116454,5089.0,0.716,,0.31021,62.45,0.4177,0.9858,0.5570,6.689,15.786,8.919
HIP 12961,3901.0,0.650,,0.08827,23.37,0.2228,0.5259,0.2971,9.534,22.501,12.713
HIP 14810,5544.0,1.070,0.97724,0.97724,50.48,0.7414,1.7497,0.9886,14.687,34.662,19.583
HIP 19976,,,,,40.27,,,,,,
HIP 21152,6655.0,,,,43.41,,,,,,
HIP 29442,5289.0,0.980,0.70000,0.70000,68.19,0.6275,1.4809,0.8367,9.202,21.716,12.269
HIP 34222,,,,,22.84,,,,,,
HIP 35173,4881.0,,,,33.16,,,,,,
HIP 35965,,,,,50.17,,,,,,
HIP 38594,,,,,17.79,,,,,,
HIP 41378,6226.0,1.343,,2.44504,106.29,1.1727,2.7677,1.5637,11.034,26.039,14.711
HIP 4845,,,,,21.10,,,,,,
HIP 48714,,,,,10.53,,,,,,
HIP 5158,4813.0,0.754,0.27492,0.27492,51.60,0.3932,0.9281,0.5243,7.621,17.985,10.161
HIP 5158,4962.0,,0.11000,0.11000,51.60,0.2487,0.5870,0.3317,4.820,11.376,6.427
HIP 54373,4021.0,,,,18.72,,,,,,
HIP 54597,,,,,39.74,,,,,,
HIP 55507,,,,,25.49,,,,,,
HIP 56640,,,,,122.32,,,,,,
HIP 57274,4510.0,0.780,,0.22709,25.86,0.3574,0.8435,0.4765,13.820,32.614,18.426
HIP 57274,4640.0,0.680,1.54882,1.54882,25.86,0.9334,2.2028,1.2445,36.091,85.175,48.122
HIP 5763,,,,,31.90,,,,,,
HIP 63242,4830.0,,42.65795,42.65795,156.46,4.8985,11.5604,6.5313,31.309,73.889,41.745
HIP 65 A,4590.0,0.724,0.20990,0.20990,61.79,0.3436,0.8109,0.4581,5.561,13.125,7.415
HIP 65407,5460.0,,,,61.78,,,,,,
HIP 65426,8840.0,1.770,,17.26046,108.88,3.1159,7.3536,4.1546,28.619,67.542,38.159
HIP 65891,,,,,150.29,,,,,,
HIP 66074,4300.0,0.690,0.15200,0.15200,35.44,0.2924,0.6901,0.3899,8.250,19.469,11.000
HIP 67522,5675.0,1.380,1.75000,1.75000,127.28,0.9922,2.3415,1.3229,7.795,18.396,10.393
HIP 67537,,,,,116.05,,,,,,
HIP 67851,,,,,64.12,,,,,,
HIP 70849,,,,,24.06,,,,,,
HIP 71135,4146.0,,,,32.33,,,,,,
HIP 74890,4850.0,5.770,16.40000,16.40000,78.66,3.0373,7.1680,4.0497,38.614,91.130,51.486
HIP 75092,4891.0,4.530,10.47000,10.47000,81.67,2.4268,5.7273,3.2357,29.715,70.127,39.620
HIP 78530,10500.0,,,,136.76,,,,,,
HIP 79098 AB,,,,,145.80,,,,,,
HIP 79431,3191.0,,,,14.53,,,,,,
HIP 81208 C,,,,,147.53,,,,,,
HIP 8541,,,,,155.12,,,,,,
HIP 86221,,,,,29.49,,,,,,
HIP 90988,,,,,94.03,,,,,,
HIP 91258,5519.0,0.890,,0.66301,45.88,0.6107,1.4412,0.8143,13.309,31.410,17.746
HIP 94235,5991.0,1.080,,1.35563,58.51,0.8732,2.0608,1.1643,14.923,35.219,19.898
HIP 948,,,,,34.85,,,,,,
HIP 9618,5609.0,0.966,,0.83363,67.55,0.6848,1.6161,0.9130,10.138,23.925,13.517
HIP 97166,5198.0,0.836,,0.46031,65.95,0.5088,1.2009,0.6785,7.716,18.209,10.288
HIP 97233,,,,,102.28,,,,,,
HIP 99770,8000.0,,13.86000,13.86000,40.08,2.7922,6.5895,3.7229,69.671,164.424,92.895
HN Lib,3347.0,0.299,0.01011,0.01011,6.24,0.0754,0.1779,0.1005,12.074,28.495,16.099
HN Peg,,,,,18.12,,,,,,
HR 2562,,,,,34.01,,,,,,
HR 5183,5794.0,1.530,,2.38009,31.46,1.1571,2.7307,1.5428,36.778,86.796,49.038
HR 810,6167.0,1.130,,1.66629,17.32,0.9681,2.2848,1.2908,55.903,131.931,74.537
HR 858,6201.0,1.310,2.34800,2.34800,31.96,1.1492,2.7122,1.5323,35.954,84.852,47.939
HR 8799,7400.0,,,,41.24,,,,,,
HR 8799,,,4.92000,4.92000,41.24,1.6636,3.9260,2.2181,40.335,95.191,53.780
HS Psc,4203.0,0.650,0.12200,0.12200,37.66,0.2620,0.6182,0.3493,6.956,16.416,9.275
HU Aqr,,,,,,,,,,,
IC 4651 9122,,,,,859.32,,,,,,
K2-10,5620.0,0.980,,0.86436,272.36,0.6973,1.6456,0.9297,2.560,6.042,3.414
K2-100,5945.0,1.240,,1.73280,188.96,0.9873,2.3300,1.3164,5.225,12.330,6.966
K2-101,4927.0,0.760,,0.30708,188.33,0.4156,0.9808,0.5541,2.207,5.208,2.942
K2-102,4695.0,0.710,0.22010,0.22010,188.18,0.3519,0.8304,0.4691,1.870,4.413,2.493
K2-104,3712.0,0.480,,0.03946,189.29,0.1490,0.3516,0.1987,0.787,1.858,1.049
K2-105,5636.0,0.970,,0.85649,197.99,0.6941,1.6381,0.9255,3.506,8.274,4.674
K2-107,6061.0,1.810,,3.98870,685.20,1.4979,3.5350,1.9972,2.186,5.159,2.915
K2-108,5599.0,1.760,,2.74640,477.30,1.2429,2.9333,1.6572,2.604,6.146,3.472
K2-11,5433.0,5.150,,20.84827,329.31,3.4245,8.0818,4.5660,10.399,24.542,13.865
K2-110,5010.0,0.713,,0.28895,116.47,0.4032,0.9515,0.5375,3.461,8.169,4.615
K2-111,5775.0,1.250,,1.56792,200.39,0.9391,2.2163,1.2522,4.686,11.060,6.249
K2-113,5660.0,1.240,,1.42366,635.72,0.8949,2.1119,1.1932,1.408,3.322,1.877
K2-114,4920.0,0.824,0.35900,0.35900,475.76,0.4494,1.0605,0.5992,0.945,2.229,1.259
K2-115,5657.0,0.880,,0.71550,413.59,0.6344,1.4972,0.8459,1.534,3.620,2.045
K2-116,4348.4,0.669,,0.14453,49.39,0.2851,0.6729,0.3802,5.774,13.626,7.698
K2-117,3778.0,0.510,,0.04781,101.63,0.1640,0.3870,0.2186,1.614,3.808,2.151
K2-118,4726.3,0.735,,0.24295,321.72,0.3697,0.8724,0.4929,1.149,2.712,1.532
K2-119,4740.0,0.710,,0.22958,365.58,0.3594,0.8481,0.4791,0.983,2.320,1.311
K2-12,5672.0,1.117,,1.16506,326.38,0.8095,1.9105,1.0794,2.480,5.854,3.307
K2-120,4349.9,0.667,,0.14380,,0.2844,0.6712,0.3792,,,
K2-121,4690.0,0.670,,0.19595,169.40,0.3320,0.7835,0.4427,1.960,4.625,2.613
K2-122,4009.0,0.590,,0.08112,72.04,0.2136,0.5041,0.2848,2.965,6.998,3.953
K2-123,4035.0,0.590,,0.08325,161.56,0.2164,0.5107,0.2885,1.339,3.161,1.786
K2-124,3570.0,0.388,,0.02206,140.38,0.1114,0.2629,0.1485,0.794,1.873,1.058
K2-125,3654.5,0.402,,0.02601,124.16,0.1210,0.2855,0.1613,0.974,2.299,1.299
K2-126,4339.0,0.650,,0.13511,102.95,0.2757,0.6506,0.3676,2.678,6.319,3.570
K2-127,4575.0,0.660,,0.17217,710.00,0.3112,0.7344,0.4149,0.438,1.034,0.584
K2-128,4469.5,0.778,,0.21768,114.64,0.3499,0.8258,0.4666,3.052,7.204,4.070
K2-129,3459.1,0.360,,0.01674,27.80,0.0970,0.2290,0.1294,3.491,8.239,4.655
K2-13,5698.0,0.780,,0.57860,342.39,0.5705,1.3464,0.7607,1.666,3.932,2.222
K2-130,4356.5,0.744,,0.18000,118.01,0.3182,0.7510,0.4243,2.696,6.363,3.595
K2-131,5120.0,0.759,,0.35763,152.51,0.4485,1.0585,0.5980,2.941,6.941,3.921
K2-132,4840.0,3.850,,7.33837,609.82,2.0317,4.7948,2.7089,3.332,7.863,4.442
K2-133,3655.0,0.455,0.03320,0.03320,75.17,0.1367,0.3225,0.1822,1.818,4.290,2.424
K2-136,4500.0,0.677,0.16730,0.16730,59.25,0.3068,0.7240,0.4090,5.178,12.219,6.904
K2-137,3697.0,0.290,,0.01417,98.88,0.0893,0.2107,0.1191,0.903,2.131,1.204
K2-138,5356.3,0.863,,0.55307,202.59,0.5578,1.3163,0.7437,2.753,6.498,3.671
K2-139,5370.0,0.880,,0.58098,153.86,0.5717,1.3491,0.7622,3.716,8.769,4.954
K2-14,3789.0,0.450,,0.03765,364.05,0.1455,0.3435,0.1940,0.400,0.943,0.533
K2-140,5585.0,1.060,,0.98628,347.92,0.7448,1.7578,0.9931,2.141,5.052,2.854
K2-141,4570.0,0.681,,0.18250,61.87,0.3204,0.7561,0.4272,5.178,12.221,6.904
K2-146,3385.0,0.330,,0.01290,79.30,0.0852,0.2010,0.1136,1.074,2.535,1.432
K2-147,3775.0,0.310,,0.01761,90.55,0.0995,0.2349,0.1327,1.099,2.594,1.465
K2-148,4079.0,0.632,0.10100,0.10100,124.46,0.2384,0.5625,0.3178,1.915,4.520,2.554
K2-149,3745.0,0.568,0.04900,0.04900,123.68,0.1660,0.3918,0.2214,1.342,3.168,1.790
K2-15,5131.0,0.680,,0.28915,493.99,0.4033,0.9518,0.5377,0.816,1.927,1.089
K2-150,3499.0,0.436,0.02600,0.02600,102.48,0.1209,0.2854,0.1612,1.180,2.785,1.573
K2-151,3695.0,0.450,,0.03405,69.48,0.1384,0.3266,0.1845,1.992,4.701,2.656
K2-152,4044.0,0.610,,0.08978,108.45,0.2247,0.5304,0.2996,2.072,4.890,2.763
K2-153,3845.0,0.530,,0.05539,143.12,0.1765,0.4166,0.2354,1.233,2.911,1.644
K2-154,4097.0,0.630,,0.10089,129.36,0.2382,0.5622,0.3176,1.842,4.346,2.455
K2-155,4258.0,0.580,,0.09976,72.80,0.2369,0.5591,0.3159,3.254,7.679,4.339
K2-156,4460.0,0.620,,0.13722,150.21,0.2778,0.6557,0.3704,1.850,4.365,2.466
K2-157,5456.0,0.880,,0.61910,298.37,0.5901,1.3927,0.7868,1.978,4.668,2.637
K2-158,5503.0,0.950,,0.74669,197.30,0.6481,1.5295,0.8641,3.285,7.752,4.380
K2-159,5425.0,0.830,,0.53833,171.00,0.5503,1.2987,0.7337,3.218,7.595,4.291
K2-16,,,,,334.97,,,,,,
K2-16,4742.0,0.660,,0.19872,334.97,0.3343,0.7890,0.4458,0.998,2.356,1.331
K2-160,5649.0,0.914,,0.76708,315.36,0.6569,1.5502,0.8758,2.083,4.916,2.777
K2-161,4972.0,2.568,,3.63638,916.32,1.4302,3.3753,1.9069,1.561,3.684,2.081
K2-162,4842.0,0.690,,0.23610,124.43,0.3644,0.8600,0.4859,2.929,6.912,3.905
K2-163,4937.0,0.762,,0.31138,208.53,0.4185,0.9877,0.5580,2.007,4.736,2.676
K2-164,5791.0,2.196,,4.89331,375.67,1.6591,3.9154,2.2121,4.416,10.422,5.888
K2-165,5185.0,0.804,,0.42132,134.59,0.4868,1.1489,0.6491,3.617,8.536,4.823
K2-166,,,,,476.88,,,,,,
K2-166,5960.0,1.610,,2.95076,476.88,1.2883,3.0405,1.7178,2.702,6.376,3.602
K2-167,6011.0,1.494,,2.62897,80.90,1.2161,2.8699,1.6214,15.032,35.475,20.042
K2-168,5502.7,0.830,,0.56984,243.94,0.5662,1.3361,0.7549,2.321,5.477,3.095
K2-169,5548.0,0.919,,0.72198,235.87,0.6373,1.5040,0.8497,2.702,6.376,3.602
K2-17,4320.0,0.660,,0.13687,125.11,0.2775,0.6548,0.3700,2.218,5.234,2.957
K2-170,5748.0,0.982,,0.94895,392.87,0.7306,1.7242,0.9741,1.860,4.389,2.480
K2-171,5250.0,1.717,,2.02165,606.13,1.0664,2.5167,1.4218,1.759,4.152,2.346
K2-172,5569.0,0.869,,0.65514,249.74,0.6071,1.4327,0.8094,2.431,5.737,3.241
K2-173,5580.0,0.843,,0.62180,228.64,0.5914,1.3957,0.7885,2.587,6.104,3.449
K2-174,4455.0,0.676,,0.16240,99.93,0.3022,0.7133,0.4030,3.025,7.138,4.033
K2-175,5909.0,1.420,,2.21795,247.27,1.1170,2.6360,1.4893,4.517,10.661,6.023
K2-176,5428.0,0.864,,0.58485,247.30,0.5736,1.3536,0.7648,2.319,5.474,3.092
K2-177,6063.0,1.214,,1.79545,492.17,1.0050,2.3717,1.3399,2.042,4.819,2.723
K2-178,5525.0,0.887,,0.66181,214.75,0.6101,1.4399,0.8135,2.841,6.705,3.788
K2-179,5015.0,0.768,,0.33665,190.81,0.4352,1.0270,0.5802,2.281,5.382,3.041
K2-18,3457.0,0.411,,0.02177,38.03,0.1106,0.2611,0.1475,2.910,6.867,3.880
K2-180,5306.0,0.720,,0.37071,203.90,0.4566,1.0777,0.6089,2.240,5.285,2.986
K2-181,5608.0,1.070,,1.02164,360.91,0.7581,1.7890,1.0108,2.100,4.957,2.801
K2-182,5170.0,0.793,0.39100,0.39100,154.83,0.4690,1.1068,0.6253,3.029,7.148,4.039
K2-183,5482.0,0.870,,0.61672,329.04,0.5890,1.3900,0.7853,1.790,4.224,2.387
K2-184,5245.0,0.750,,0.38406,75.59,0.4648,1.0969,0.6197,6.149,14.512,8.199
K2-185,5788.0,0.940,,0.89468,268.36,0.7094,1.6742,0.9459,2.644,6.239,3.525
K2-186,5784.0,0.981,,0.97140,330.74,0.7392,1.7445,0.9856,2.235,5.275,2.980
K2-187,5438.0,0.830,,0.54351,330.92,0.5529,1.3049,0.7372,1.671,3.943,2.228
K2-188,5977.0,1.190,,1.63051,446.82,0.9577,2.2601,1.2769,2.143,5.058,2.858
K2-189,5519.0,0.870,,0.63354,242.11,0.5970,1.4088,0.7960,2.466,5.819,3.288
K2-19,5322.0,0.820,,0.48666,289.83,0.5232,1.2348,0.6976,1.805,4.260,2.407
K2-190,5631.0,0.912,,0.75479,160.68,0.6516,1.5377,0.8688,4.055,9.570,5.407
K2-191,5176.0,0.840,,0.45658,287.19,0.5068,1.1960,0.6757,1.765,4.165,2.353
K2-192,5222.0,0.810,,0.44016,221.75,0.4976,1.1743,0.6634,2.244,5.296,2.992
K2-193,5817.0,0.980,,0.99208,411.92,0.7470,1.7630,0.9960,1.814,4.280,2.418
K2-194,5979.0,1.281,,1.89229,629.51,1.0317,2.4348,1.3756,1.639,3.868,2.185
K2-195,5712.0,0.906,,0.78896,315.01,0.6662,1.5722,0.8882,2.115,4.991,2.820
K2-195,5713.0,0.990,,0.94194,315.01,0.7279,1.7179,0.9705,2.311,5.453,3.081
K2-196,6045.0,1.539,,2.85264,584.88,1.2667,2.9895,1.6890,2.166,5.111,2.888
K2-197,5667.0,0.930,,0.80478,247.64,0.6728,1.5879,0.8971,2.717,6.412,3.623
K2-198,5212.9,0.757,,0.38177,110.57,0.4634,1.0936,0.6179,4.191,9.891,5.588
K2-199,4491.0,0.682,0.18500,0.18500,107.52,0.3226,0.7613,0.4301,3.000,7.081,4.000
K2-200,5233.0,0.792,,0.42409,184.13,0.4884,1.1527,0.6512,2.653,6.260,3.537
K2-201,5507.0,0.878,,0.63989,197.93,0.5999,1.4159,0.7999,3.031,7.153,4.041
K2-2016-BLG-0005L,,,,,5200.00,,,,,,
K2-202,5491.0,0.911,,0.68020,300.40,0.6186,1.4598,0.8247,2.059,4.860,2.746
K2-203,5000.0,0.763,,0.32826,166.15,0.4297,1.0141,0.5729,2.586,6.104,3.448
K2-204,5755.0,1.178,,1.37253,577.24,0.8787,2.0736,1.1715,1.522,3.592,2.030
K2-205,5890.0,1.078,,1.26082,405.30,0.8421,1.9875,1.1229,2.078,4.904,2.770
K2-206,5043.0,0.758,,0.33531,244.44,0.4343,1.0249,0.5791,1.777,4.193,2.369
K2-207,5522.0,0.928,,0.72265,363.06,0.6376,1.5047,0.8501,1.756,4.144,2.341
K2-208,5582.0,0.862,,0.65139,256.89,0.6053,1.4285,0.8071,2.356,5.561,3.142
K2-209,4720.0,0.712,,0.22723,76.50,0.3575,0.8437,0.4767,4.674,11.029,6.231
K2-21,4222.1,0.647,,0.11993,83.64,0.2597,0.6130,0.3463,3.105,7.328,4.140
K2-210,5500.0,0.890,,0.65392,176.51,0.6065,1.4313,0.8087,3.436,8.109,4.581
K2-211,5360.0,0.790,,0.46474,272.30,0.5113,1.2066,0.6817,1.878,4.431,2.504
K2-212,4349.0,0.678,,0.14836,109.22,0.2889,0.6818,0.3852,2.645,6.242,3.527
K2-213,5794.0,1.204,,1.47447,389.70,0.9107,2.1493,1.2143,2.337,5.515,3.116
K2-214,5854.0,1.270,,1.70889,300.64,0.9804,2.3138,1.3072,3.261,7.696,4.348
K2-215,5704.0,0.974,,0.90675,403.96,0.7142,1.6855,0.9522,1.768,4.172,2.357
K2-216,4503.0,0.720,0.19000,0.19000,115.46,0.3269,0.7715,0.4359,2.831,6.682,3.775
K2-217,5967.0,1.334,,2.03446,381.88,1.0698,2.5246,1.4263,2.801,6.611,3.735
K2-218,5757.0,1.008,,1.00740,394.08,0.7528,1.7765,1.0037,1.910,4.508,2.547
K2-219,5753.0,1.189,,1.39768,325.40,0.8867,2.0926,1.1822,2.725,6.431,3.633
K2-22,3879.0,0.580,,0.06871,243.84,0.1966,0.4640,0.2621,0.806,1.903,1.075
K2-220,5660.0,1.020,,0.96330,233.51,0.7361,1.7372,0.9815,3.152,7.439,4.203
K2-221,5716.0,0.948,,0.86480,318.81,0.6975,1.6460,0.9299,2.188,5.163,2.917
K2-222,5942.0,1.115,,1.39823,101.32,0.8868,2.0930,1.1825,8.753,20.657,11.670
K2-223,5859.0,1.000,,1.06314,198.60,0.7733,1.8250,1.0311,3.894,9.189,5.192
K2-224,5620.0,0.840,,0.63504,275.25,0.5977,1.4105,0.7969,2.171,5.124,2.895
K2-225,5742.0,1.700,,2.83431,357.78,1.2627,2.9799,1.6835,3.529,8.329,4.706
K2-226,5424.0,0.910,,0.64663,211.26,0.6031,1.4233,0.8041,2.855,6.737,3.806
K2-227,5673.0,0.891,,0.74127,187.23,0.6457,1.5239,0.8610,3.449,8.139,4.598
K2-228,4715.0,0.650,,0.18839,129.46,0.3255,0.7682,0.4340,2.514,5.934,3.353
K2-229,5315.0,0.790,,0.44933,102.56,0.5027,1.1865,0.6703,4.902,11.568,6.536
K2-229,5315.0,0.790,,0.44933,102.56,0.5027,1.1865,0.6703,4.902,11.568,6.536
K2-230,5945.0,1.390,,2.17738,540.77,1.1067,2.6118,1.4756,2.047,4.830,2.729
K2-231,5695.0,0.950,,0.85648,321.21,0.6941,1.6381,0.9255,2.161,5.100,2.881
K2-232,6154.0,1.161,1.73000,1.73000,130.72,0.9865,2.3281,1.3153,7.546,17.810,10.062
K2-233,5033.0,0.710,,0.29182,67.51,0.4052,0.9562,0.5402,6.002,14.164,8.002
K2-237,6360.0,1.261,2.35000,2.35000,315.00,1.1497,2.7134,1.5330,3.650,8.614,4.867
K2-238,5630.0,1.590,,2.29152,537.96,1.1353,2.6794,1.5138,2.110,4.981,2.814
K2-239,3420.0,0.360,0.01600,0.01600,31.08,0.0949,0.2239,0.1265,3.052,7.203,4.069
K2-24,5625.0,1.160,,1.21535,170.56,0.8268,1.9513,1.1024,4.848,11.440,6.464
K2-240,3810.0,0.540,0.05300,0.05300,72.91,0.1727,0.4075,0.2302,2.368,5.589,3.158
K2-241,5262.0,0.750,,0.38907,149.46,0.4678,1.1040,0.6238,3.130,7.387,4.173
K2-242,3459.0,0.370,,0.01768,109.24,0.0997,0.2354,0.1330,0.913,2.155,1.217
K2-243,6570.0,1.390,,3.24779,266.86,1.3516,3.1898,1.8022,5.065,11.953,6.753
K2-244,5677.0,0.920,,0.79314,212.90,0.6679,1.5763,0.8906,3.137,7.404,4.183
K2-245,5793.0,1.250,,1.58756,456.06,0.9450,2.2302,1.2600,2.072,4.890,2.763
K2-246,5610.0,0.940,,0.78959,703.62,0.6664,1.5728,0.8886,0.947,2.235,1.263
K2-247,4667.0,0.690,,0.20377,258.11,0.3386,0.7990,0.4514,1.312,3.096,1.749
K2-248,5528.0,0.920,,0.71309,406.25,0.6333,1.4947,0.8444,1.559,3.679,2.079
K2-249,6504.0,1.570,,3.97941,521.72,1.4961,3.5309,1.9948,2.868,6.768,3.824
K2-25,3207.0,0.293,0.00816,0.00816,44.96,0.0677,0.1599,0.0903,1.507,3.557,2.009
K2-250,5172.0,0.810,,0.42355,414.71,0.4881,1.1519,0.6508,1.177,2.778,1.569
K2-251,3717.0,0.490,,0.04135,147.03,0.1525,0.3599,0.2033,1.037,2.448,1.383
K2-252,5152.0,0.820,,0.42739,228.84,0.4903,1.1571,0.6538,2.143,5.057,2.857
K2-253,6027.0,1.100,,1.44041,876.57,0.9001,2.1243,1.2002,1.027,2.423,1.369
K2-254,4629.0,0.670,,0.18595,227.78,0.3234,0.7633,0.4312,1.420,3.351,1.893
K2-255,4676.0,0.690,,0.20535,191.61,0.3399,0.8021,0.4532,1.774,4.186,2.365
K2-256,5219.0,0.780,,0.40723,564.69,0.4786,1.1295,0.6381,0.848,2.000,1.130
K2-257,3725.0,0.500,,0.04343,64.01,0.1563,0.3688,0.2084,2.442,5.763,3.256
K2-258,6351.0,1.310,,2.51888,661.87,1.1903,2.8092,1.5871,1.798,4.244,2.398
K2-259,6059.0,1.130,,1.55259,416.46,0.9345,2.2055,1.2460,2.244,5.296,2.992
K2-26,3785.0,0.520,0.04900,0.04900,99.05,0.1660,0.3918,0.2214,1.676,3.956,2.235
K2-260,6367.0,1.690,,4.23457,663.83,1.5434,3.6423,2.0578,2.325,5.487,3.100
K2-261,5445.0,1.642,2.13000,2.13000,213.28,1.0946,2.5832,1.4595,5.132,12.112,6.843
K2-263,5368.0,0.850,,0.54123,162.48,0.5518,1.3022,0.7357,3.396,8.014,4.528
K2-264,3660.0,0.473,,0.03622,185.60,0.1427,0.3369,0.1903,0.769,1.815,1.025
K2-265,5477.0,0.977,,0.77492,138.67,0.6602,1.5581,0.8803,4.761,11.236,6.348
K2-266,4285.0,0.703,0.15020,0.15020,77.56,0.2907,0.6860,0.3876,3.748,8.845,4.997
K2-268,5106.0,0.780,,0.37309,327.78,0.4581,1.0811,0.6108,1.398,3.298,1.863
K2-269,6209.0,1.450,,2.81916,360.76,1.2593,2.9719,1.6790,3.491,8.238,4.654
K2-27,5248.0,0.885,,0.53599,249.65,0.5491,1.2958,0.7321,2.199,5.191,2.933
K2-270,4877.0,0.770,,0.30261,280.52,0.4126,0.9737,0.5501,1.471,3.471,1.961
K2-271,5644.0,0.990,,0.89725,564.45,0.7104,1.6766,0.9472,1.259,2.970,1.678
K2-272,5397.0,0.830,,0.52731,423.06,0.5446,1.2853,0.7262,1.287,3.038,1.716
K2-273,5161.0,0.850,,0.46246,308.11,0.5100,1.2037,0.6800,1.655,3.907,2.207
K2-274,5044.0,0.700,,0.28615,228.33,0.4012,0.9468,0.5349,1.757,4.147,2.343
K2-275,4841.0,0.690,,0.23590,123.44,0.3643,0.8597,0.4857,2.951,6.965,3.935
K2-276,5139.0,0.850,,0.45462,488.15,0.5057,1.1934,0.6743,1.036,2.445,1.381
K2-277,5741.0,0.970,,0.92213,113.12,0.7202,1.6997,0.9603,6.367,15.025,8.489
K2-278,6747.0,1.610,,4.84609,786.44,1.6510,3.8964,2.2014,2.099,4.955,2.799
K2-279,5558.0,0.860,,0.63675,182.98,0.5985,1.4124,0.7980,3.271,7.719,4.361
K2-28,3214.0,0.288,,0.00798,63.00,0.0670,0.1582,0.0894,1.064,2.511,1.418
K2-280,5500.0,1.280,,1.35259,391.54,0.8723,2.0585,1.1630,2.228,5.258,2.970
K2-281,4812.0,0.760,,0.27940,458.14,0.3964,0.9356,0.5286,0.865,2.042,1.154
K2-282,5499.0,1.000,,0.82496,496.29,0.6812,1.6076,0.9083,1.373,3.239,1.830
K2-283,5060.0,0.820,,0.39767,402.92,0.4730,1.1162,0.6306,1.174,2.770,1.565
K2-284,4140.0,0.607,0.09700,0.09700,107.27,0.2336,0.5513,0.3114,2.178,5.139,2.903
K2-285,4975.0,0.787,,0.34231,154.96,0.4388,1.0356,0.5851,2.832,6.683,3.776
K2-286,3926.0,0.620,0.09000,0.09000,76.15,0.2250,0.5310,0.3000,2.955,6.973,3.940
K2-287,5695.0,1.070,,1.08652,158.34,0.7818,1.8450,1.0424,4.937,11.652,6.583
K2-288 B,3341.0,0.320,0.01175,0.01175,65.61,0.0813,0.1919,0.1084,1.239,2.924,1.652
K2-289,5529.0,1.025,,0.88579,274.30,0.7059,1.6659,0.9412,2.573,6.073,3.431
K2-29,5358.0,0.860,,0.54993,178.47,0.5562,1.3126,0.7416,3.116,7.354,4.155
K2-290,6302.0,1.511,,3.24892,272.91,1.3519,3.1904,1.8025,4.954,11.690,6.605
K2-291,5520.0,0.899,0.68200,0.68200,90.06,0.6194,1.4617,0.8258,6.878,16.231,9.170
K2-292,5725.0,1.090,,1.15147,114.29,0.8048,1.8993,1.0731,7.042,16.618,9.389
K2-293,5532.0,0.947,,0.75775,392.25,0.6529,1.5408,0.8705,1.664,3.928,2.219
K2-294,5612.0,1.200,,1.28863,373.08,0.8514,2.0093,1.1352,2.282,5.386,3.043
K2-295,4444.0,0.700,,0.17242,232.80,0.3114,0.7350,0.4152,1.338,3.157,1.784
K2-3,3844.0,0.546,0.05870,0.05870,44.07,0.1817,0.4288,0.2423,4.123,9.730,5.497
K2-30,5425.0,0.844,0.55400,0.55400,333.04,0.5582,1.3174,0.7443,1.676,3.956,2.235
K2-308,6100.0,1.240,,1.92070,1314.53,1.0394,2.4530,1.3859,0.791,1.866,1.054
K2-31,5280.0,0.780,,0.42660,110.53,0.4899,1.1561,0.6531,4.432,10.460,5.909
K2-315,3300.0,0.196,0.00410,0.00410,56.97,0.0480,0.1133,0.0640,0.843,1.989,1.124
K2-316,3436.0,0.379,,0.01806,112.49,0.1008,0.2379,0.1344,0.896,2.115,1.195
